year,age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2004,54,1. Male,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.47712125471966,87.98103278560541
2005,26,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.7573960287930195,116.442318333651
2009,46,1. Male,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.11394335230684,166.32494123387698
2006,58,1. Male,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.00860017176192,149.695042068453
2005,22,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.30102999566398,73.77574327469459
2005,58,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.62618633492728,277.601417511009
2008,63,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.91907809237607,136.876367635184
2007,67,1. Male,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.8633228601204594,129.453644576625
2008,44,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.7160033436347994,111.72084936098899
2003,51,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.18571209987001,178.700657207025
2003,46,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.90308998699194,49.555338121522595
2007,43,1. Male,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.41497334797082,82.6796372966372
2004,40,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.30102999566398,73.77574327469459
2008,31,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.53147891704226,92.89584478949659
2007,41,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.7403626894942406,114.475713290347
2008,21,1. Male,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.4313637641589905,84.0459576539924
2008,51,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.342422680822209,76.8936025176112
2003,43,1. Male,5. Separated,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.38021124171161,79.8549003093467
2004,34,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.8750612633917,130.982177377461
2008,45,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.0,148.413159102577
2008,35,1. Male,2. Married,3. Asian,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.1760912590556805,65.1108537153447
2004,33,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.90308998699194,134.705375118879
2003,46,1. Male,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.54406804435028,94.0727147457005
2003,38,1. Male,1. Never Married,2. Black,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.54406804435028,94.0727147457005
2004,44,1. Male,1. Never Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.50514997831991,90.48191335664009
2006,50,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.71601169537145,111.721782427997
2009,55,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.681241237375589,107.90392386687599
2009,49,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.25527250510331,191.57368354841202
2006,47,1. Male,2. Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.977723605288849,145.143601176911
2003,40,1. Male,2. Married,4. Other,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.931874674685321,138.639172221569
2003,21,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.9822712330395698,53.6387220221678
2008,60,1. Male,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.53317446074239,93.0534873610655
2008,56,1. Male,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.39794000867204,81.2832532842527
2004,61,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.85733249643127,128.680488220624
2008,44,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.913813852383719,136.15771083722998
2007,43,1. Male,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.0791812460476295,160.642475408263
2005,29,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.69897000433602,109.833985642199
2003,38,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.0,148.413159102577
2003,26,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.6857417386022595,108.390640020409
2006,28,1. Male,1. Never Married,4. Other,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.20682587603185,67.1430807546635
2003,38,1. Male,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.770852011642139,118.019753340006
2006,45,1. Male,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.69897000433602,109.833985642199
2004,39,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.8573324964312703,47.3389060962716
2003,33,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.1417632302757905,62.91365496918
2005,44,1. Male,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.25527250510331,70.47601964694451
2006,48,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.60205999132796,99.6894636984864
2007,45,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.53035340356016,92.7913480810133
2007,56,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.60208170550921,99.69162839707208
2009,40,1. Male,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.7403626894942406,114.475713290347
2006,71,1. Male,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.4913616938342695,89.2428846644714
2006,30,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.77815125038364,118.884359339886
2004,45,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.0,148.413159102577
2004,41,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.50514997831991,90.48191335664009
2003,40,1. Male,2. Married,4. Other,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886
2004,59,1. Male,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.49052030936335,89.16782866707779
2007,46,1. Male,2. Married,3. Asian,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.30102999566398,73.77574327469459
2003,38,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.25527250510331,70.47601964694451
2007,26,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.53781909507327,93.4866920429597
2005,53,1. Male,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.25527250510331,70.47601964694451
2004,46,1. Male,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.60205999132796,99.6894636984864
2007,42,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.5910646070265,98.5993438603892
2006,28,1. Male,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.0,54.59815003314421
2004,30,1. Male,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.46239799789896,86.6951548289402
2008,34,1. Male,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886
2008,46,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,5.0791812460476295,160.642475408263
2007,22,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.0791812460476295,59.097064081589096
2007,37,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.52968695377292,92.7295279091354
2008,27,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.14612803567824,63.1888610037461
2008,52,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.7403626894942406,114.475713290347
2008,43,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.1760912590556805,65.1108537153447
2004,52,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.0,148.413159102577
2005,54,1. Male,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.695831772826691,109.48984145217399
2007,47,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.60205999132796,99.6894636984864
2005,21,1. Male,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.662757831681571,105.927810775063
2005,42,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.90308998699194,134.705375118879
2003,72,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.2430380486863,189.244162932803
2003,38,1. Male,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.6532125137753395,104.921506533664
2009,53,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.41497334797082,82.6796372966372
2006,35,1. Male,5. Separated,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.39794000867204,81.2832532842527
2008,60,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.342422680822209,76.8936025176112
2003,39,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.447158031342219,85.3839403789827
2005,45,1. Male,4. Divorced,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.30102999566398,73.77574327469459
2008,61,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.6691587574329105,106.60802149353201
2008,64,1. Male,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.55630250076729,95.23071256698191
2004,39,1. Male,2. Married,3. Asian,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.25527250510331,70.47601964694451
2007,46,1. Male,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.662757831681571,105.927810775063
2008,25,1. Male,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.03342375548695,56.453864975418796
2003,80,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.54406804435028,94.0727147457005
2008,51,1. Male,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.662757831681571,105.927810775063
2004,58,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.318063334962759,75.0431540173515
2009,52,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886
2004,45,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.92941892571429,138.299126920883
2007,41,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.60205999132796,99.6894636984864
2004,42,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.55630250076729,95.23071256698191
2008,31,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.54406804435028,94.0727147457005
2004,49,1. Male,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.81291335664286,123.089699847943
2009,47,1. Male,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.50514997831991,90.48191335664009
2005,39,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.47712125471966,87.98103278560541
2006,53,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199
2003,37,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.447158031342219,85.3839403789827
2003,52,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.25527250510331,191.57368354841202
2006,41,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.623249290397901,101.82435207568001
2006,39,1. Male,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.0,148.413159102577
2009,63,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.14612803567824,171.765132627508
2007,23,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.29666519026153,73.45442826076209
2004,62,1. Male,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.47712125471966,87.98103278560541
2004,43,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.606885241288571,272.294783220064
2004,29,1. Male,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.63346845557959,102.87024693321501
2004,43,1. Male,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.0791812460476295,160.642475408263
2008,34,1. Male,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.81291335664286,123.089699847943
2003,38,1. Male,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.51851393987789,91.69922611170419
2005,25,1. Male,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.447158031342219,85.3839403789827
2005,64,1. Male,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.69897000433602,109.833985642199
2003,49,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.7403626894942406,114.475713290347
2009,46,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.4345689040342,84.3157688645753
2006,30,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.7403626894942406,114.475713290347
2003,33,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.04921802267018,57.3525910796177
2007,29,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.6532125137753395,104.921506533664
2008,32,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.83250891270624,125.525498433836
2007,54,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.690196080028509,108.874525834712
2005,40,1. Male,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.1760912590556805,65.1108537153447
2005,24,1. Male,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199
2008,30,1. Male,5. Separated,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.26007138798508,70.8150386167557
2009,49,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.977723605288849,145.143601176911
2006,47,1. Male,2. Married,4. Other,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.623249290397901,101.82435207568001
2008,25,1. Male,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.4313637641589905,84.0459576539924
2007,44,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.90308998699194,134.705375118879
2007,41,1. Male,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.579783596616809,97.49329404539341
2005,54,1. Male,5. Separated,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.041392685158231,154.68529299563
2009,59,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.30102999566398,200.543262324662
2003,25,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.0899051114394,59.734223340746695
2009,63,1. Male,2. Married,2. Black,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.51851393987789,91.69922611170419
2009,49,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199
